starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 16 12:30:37 2018	1523903437	1	74	75	74
Mon Apr 16 12:30:40 2018	1523903440	0	75	75	75
Mon Apr 16 12:30:37 2018	1523903437	0	76	76	76
Mon Apr 16 12:30:40 2018	1523903440	1	78	79	78
Mon Apr 16 12:30:40 2018	1523903440	0	79	79	79
Mon Apr 16 12:30:38 2018	1523903438	0	79	79	79
Mon Apr 16 12:30:38 2018	1523903438	0	79	79	79
Mon Apr 16 12:30:39 2018	1523903439	0	79	79	79
Mon Apr 16 12:30:37 2018	1523903437	0	80	80	80
Mon Apr 16 12:30:37 2018	1523903437	0	80	80	80
Mon Apr 16 12:30:40 2018	1523903440	1	79	80	79
Mon Apr 16 12:30:37 2018	1523903437	1	80	81	80
Mon Apr 16 12:30:40 2018	1523903440	0	81	81	81
Mon Apr 16 12:30:40 2018	1523903440	0	82	82	82
Mon Apr 16 12:30:39 2018	1523903439	1	81	82	81
Mon Apr 16 12:30:39 2018	1523903439	0	84	84	84
Mon Apr 16 12:30:39 2018	1523903439	0	84	84	84
Mon Apr 16 12:30:40 2018	1523903440	0	85	85	85
Mon Apr 16 12:30:39 2018	1523903439	0	85	85	85
Mon Apr 16 12:30:37 2018	1523903437	0	86	86	86
Mon Apr 16 12:30:39 2018	1523903439	0	86	86	85
Mon Apr 16 12:30:37 2018	1523903437	1	85	86	85
Mon Apr 16 12:30:40 2018	1523903440	0	87	87	87
Mon Apr 16 12:30:38 2018	1523903438	0	87	87	87
Mon Apr 16 12:30:38 2018	1523903438	1	86	87	86
Mon Apr 16 12:30:39 2018	1523903439	0	87	87	87
Mon Apr 16 12:30:39 2018	1523903439	0	87	87	87
Mon Apr 16 12:30:39 2018	1523903439	0	87	87	87
Mon Apr 16 12:30:39 2018	1523903439	1	88	89	88
Mon Apr 16 12:30:40 2018	1523903440	0	90	90	90
Mon Apr 16 12:30:38 2018	1523903438	0	90	90	90
Mon Apr 16 12:30:39 2018	1523903439	1	89	90	89
Mon Apr 16 12:30:40 2018	1523903440	0	91	91	91
Mon Apr 16 12:30:39 2018	1523903439	0	91	91	91
Mon Apr 16 12:30:39 2018	1523903439	0	91	91	91
Mon Apr 16 12:30:40 2018	1523903440	0	93	93	93
Mon Apr 16 12:30:37 2018	1523903437	1	92	93	92
Mon Apr 16 12:30:38 2018	1523903438	0	95	95	95
Mon Apr 16 12:30:37 2018	1523903437	0	96	96	96
Mon Apr 16 12:30:37 2018	1523903437	0	97	97	97
Mon Apr 16 12:30:37 2018	1523903437	0	97	97	97
Mon Apr 16 12:30:37 2018	1523903437	0	98	98	98
Mon Apr 16 12:30:38 2018	1523903438	0	101	101	101
Mon Apr 16 12:30:37 2018	1523903437	0	102	102	102
Mon Apr 16 12:30:40 2018	1523903440	1	105	106	105
Mon Apr 16 12:30:37 2018	1523903437	1	106	107	106
Mon Apr 16 12:30:36 2018	1523903436	0	109	109	109
Mon Apr 16 12:30:37 2018	1523903437	0	109	109	109
Mon Apr 16 12:30:37 2018	1523903437	0	111	111	111
Mon Apr 16 12:30:36 2018	1523903436	0	113	113	113
Mon Apr 16 12:30:37 2018	1523903437	0	116	116	115
Mon Apr 16 12:30:37 2018	1523903437	0	116	116	115
Mon Apr 16 12:30:38 2018	1523903438	0	116	116	116
Mon Apr 16 12:30:39 2018	1523903439	0	121	121	121
Mon Apr 16 12:30:39 2018	1523903439	0	123	123	123
Mon Apr 16 12:30:37 2018	1523903437	0	124	124	124
Mon Apr 16 12:30:37 2018	1523903437	0	126	126	126
Mon Apr 16 12:30:37 2018	1523903437	1	125	126	125
Mon Apr 16 12:30:40 2018	1523903440	0	126	126	126
Mon Apr 16 12:30:37 2018	1523903437	0	129	129	129
Mon Apr 16 12:30:37 2018	1523903437	0	130	130	130
Mon Apr 16 12:30:37 2018	1523903437	0	137	137	137
Mon Apr 16 12:30:37 2018	1523903437	1	139	140	139
Mon Apr 16 12:30:37 2018	1523903437	0	141	141	141
Mon Apr 16 12:30:37 2018	1523903437	1	140	141	140
Mon Apr 16 12:30:36 2018	1523903436	0	143	143	143
Mon Apr 16 12:30:37 2018	1523903437	0	153	153	152
Mon Apr 16 12:30:37 2018	1523903437	0	155	155	155
Mon Apr 16 12:30:40 2018	1523903440	0	156	156	156
Mon Apr 16 12:30:37 2018	1523903437	0	164	164	164
Mon Apr 16 12:30:37 2018	1523903437	0	174	174	174
Mon Apr 16 12:30:36 2018	1523903436	0	177	177	177
Mon Apr 16 12:30:37 2018	1523903437	0	185	185	185
Mon Apr 16 12:30:36 2018	1523903436	0	187	187	187
Mon Apr 16 12:30:36 2018	1523903436	0	242	242	242
